	DMSO.1	DMSO.2	DMSO.3	SP600125.1	SP600125.2	SP600125.3
FABP3	43	36	36	15	7	13
SERINC2	2395	2566	2823	4258	4169	7039
AC114494.1	0	2	0	8	5	5
LINC01226	1	0	0	3	0	3
RP11-439L8.5	0	0	0	0	0	0
RP11-73M7.1	12	9	7	11	10	11
TINAGL1	1444	1501	1360	2983	3121	4652
HCRTR1	3	0	0	1	3	6
PEF1	1185	1296	1264	923	886	1430
RP11-73M7.6	60	57	75	20	5	38
RP11-73M7.9	7	14	16	2	1	7
COL16A1	99	106	64	285	242	416
BAI2	637	735	518	677	777	1326
RP11-84A19.3	0	0	0	0	0	0
SPOCD1	21	21	2	51	54	57
RP11-84A19.2	0	0	0	0	0	0
RP11-84A19.4	0	0	1	7	0	19
PTP4A2	4417	4662	4468	5009	5150	8327
RP4-534N18.2	0	0	0	0	0	0
KHDRBS1	6802	7421	6992	3558	3778	5719
RP11-277A4.4	0	0	0	0	0	0
TMEM39B	260	273	288	129	148	243
KPNA6	5968	6227	6474	4510	4657	7861
RP4-622L5.2	557	595	552	369	380	765
TXLNA	3327	3775	3638	4063	4117	6353
CCDC28B	88	102	71	61	63	92
RP4-622L5.7	1	8	3	14	12	13
IQCC	52	64	44	40	59	67
DCDC2B	0	0	0	0	0	0
TMEM234	93	116	100	182	176	346
EIF3I	5500	6133	5765	4107	3865	6732
FAM167B	0	1	0	0	0	2
LCK	16	18	12	11	0	3
HDAC1	3338	3546	3215	2730	2822	4375
MARCKSL1	1640	1947	1687	323	251	484
RP4-811H24.9	0	0	0	0	0	0
TSSK3	1	2	2	6	0	7
FAM229A	45	45	35	60	55	110
BSDC1	1258	1347	1338	2008	2068	3438
RP1-27O5.3	171	201	177	113	130	261
ZBTB8B	142	164	149	67	53	114
ZBTB8A	270	333	281	293	303	538
ZBTB8OS	446	450	442	410	350	741
RBBP4	6632	7039	6786	3238	3314	5412
SYNC	20	13	16	53	60	70
RP11-114B7.6	0	0	0	0	2	0
KIAA1522	5425	5783	5633	4579	4336	7755
YARS	5071	5554	5174	6703	6928	10785
S100PBP	590	642	642	588	717	949
FNDC5	0	0	0	5	0	3
HPCA	1	3	1	8	9	13
TMEM54	723	932	761	998	911	1419
RNF19B	2039	2305	2117	2098	2089	3280
FKSG48	0	0	0	0	0	0
RP1-117O3.2	0	0	0	0	0	0
AK2	3395	3717	3534	2516	2267	4070
AZIN2	36	27	24	67	56	65
RP11-131M11.2	5	4	3	2	8	9
TRIM62	637	645	625	284	309	575
RP11-131M11.3	0	1	2	3	2	1
ZNF362	921	1036	974	1126	970	1717
RP11-415J8.7	19	14	18	2	8	14
A3GALT2	1	0	0	0	0	4
RP11-415J8.3	0	3	0	1	0	11
PHC2	2042	2222	1996	1891	1922	2984
RP11-415J8.5	1	1	0	2	0	0
ZSCAN20	151	130	128	173	198	345
CSMD2	0	0	2	5	0	3
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0
SMIM12	1062	1121	1082	1384	1293	2218
GJB5	35	40	34	98	111	198
GJB4	6	6	8	48	32	87
RP1-34M23.5	0	0	0	0	0	1
GJB3	46	34	41	153	144	206
GJA4	0	0	1	4	0	0
RP5-997D16.2	0	0	0	0	0	0
DLGAP3	6	8	7	10	7	12
RP11-244H3.1	4	4	6	9	8	30
RP11-244H3.4	340	318	358	260	258	463
ZMYM6NB	10	21	16	38	53	90
ZMYM6	544	515	539	376	356	676
ZMYM1	730	735	740	357	342	675
SFPQ	11101	12366	12348	7875	7078	11750
ZMYM4	2444	2440	2536	1399	1547	2670
ZMYM4-AS1	0	0	0	0	1	0
KIAA0319L	1742	1851	1712	2068	2032	3321
NCDN	1251	1336	1372	739	801	1399
RP4-728D4.2	3	5	0	1	0	5
TFAP2E	2	3	6	7	14	2
PSMB2	4375	4589	4682	1963	2219	3258
C1orf216	196	224	214	169	184	290
CLSPN	1081	1078	1229	838	744	1338
RP11-435D7.3	0	0	0	2	0	0
AGO4	573	541	560	550	644	1071
AGO1	6821	7112	7369	4691	4826	7894
RP4-789D17.3	970	1009	1002	526	547	1069
RP4-789D17.5	0	0	0	0	2	0
AGO3	998	1049	1146	616	667	1091
RP4-665N4.8	0	0	0	0	0	0
TEKT2	35	30	39	13	12	33
ADPRHL2	1097	1209	1129	1327	1126	2065
COL8A2	4	4	4	4	0	5
TRAPPC3	1493	1693	1681	1639	1548	2665
MAP7D1	3519	3904	3390	5078	4845	8223
THRAP3	7155	7300	7525	6489	5788	10015
SH3D21	510	519	438	1037	912	1385
EVA1B	686	736	708	718	678	1251
RP11-268J15.5	101	103	69	167	142	239
STK40	805	777	752	1719	1768	3212
LSM10	708	784	853	782	682	1186
OSCP1	39	32	33	57	67	73
MRPS15	1916	1987	1984	1647	1479	2596
CSF3R	246	256	238	781	663	1265
RP4-614N24.1	0	0	0	0	0	0
GRIK3	0	0	0	5	7	1
RP5-1180C18.1	0	0	0	0	0	0
LINC01137	7	9	7	12	7	34
ZC3H12A	335	335	288	288	286	501
MEAF6	594	654	623	877	728	1182
SNIP1	362	362	368	442	384	594
DNALI1	65	86	72	55	26	79
GNL2	2231	2524	2671	981	853	1615
RSPO1	0	0	0	0	2	3
C1orf109	625	624	636	505	462	744
CDCA8	898	1101	1011	682	726	1071
EPHA10	0	3	1	14	3	8
MANEAL	88	86	67	351	340	507
RP11-109P14.9	0	0	1	2	1	2
YRDC	1112	1217	1225	922	768	1498
C1orf122	837	926	862	768	766	1365
MTF1	1256	1272	1392	1117	1119	1724
RP11-109P14.10	1	1	0	0	3	0
INPP5B	748	794	758	652	804	1113
SF3A3	2745	3036	3034	2168	2000	3308
FHL3	564	632	612	511	492	737
UTP11L	818	899	922	729	711	1168
POU3F1	3	1	2	0	9	11
RP5-884C9.2	1	2	1	4	13	16
LINC01343	0	0	0	0	0	0
RP11-329N22.1	0	0	0	0	0	0
RRAGC	1345	1454	1318	1293	1421	2392
RP5-864K19.7	1073	1108	1064	959	1099	1785
RP5-864K19.4	18	27	28	18	30	38
MYCBP	1194	1277	1402	882	970	1560
GJA9-MYCBP	460	452	483	356	395	643
GJA9	0	0	0	6	0	0
RHBDL2	2	0	0	4	4	1
AKIRIN1	2008	2176	2222	1768	1703	3145
NDUFS5	2725	2751	2606	2365	2334	3582
MACF1	12416	11706	14693	16230	16374	28309
RP11-416A14.1	1	0	0	2	0	0
RP11-420K8.1	0	0	0	0	0	2
BMP8A	6	6	6	6	3	14
PPIEL	22	29	25	19	22	39
PABPC4	11492	12768	12268	4588	4366	7251
RP11-69E11.8	0	0	0	1	2	0
HEYL	282	316	280	41	17	66
RP1-144F13.3	0	0	0	0	0	0
NT5C1A	0	0	0	0	0	2
HPCAL4	30	36	27	59	81	144
PPIE	547	572	535	498	419	780
BMP8B	32	42	50	57	45	106
OXCT2	6	4	4	4	11	13
RP1-118J21.25	0	0	0	0	0	0
TRIT1	598	642	565	420	481	743
MYCL	188	213	173	346	286	569
RP1-118J21.5	0	1	1	0	3	1
MFSD2A	56	62	59	79	55	94
CAP1	10542	11369	11389	14448	15377	24677
PPT1	5137	5252	5558	2645	2725	4960
RLF	1301	1325	1311	783	853	1464
TMCO2	1	0	0	1	0	0
RP1-39G22.7	33	48	39	59	25	45
ZMPSTE24	3466	3704	3856	2676	2963	5144
COL9A2	112	119	116	70	68	120
SMAP2	1144	1257	1233	777	661	1326
ZFP69B	62	90	93	120	113	281
RP1-228H13.5	52	46	53	89	94	126
RP11-656D10.7	0	1	0	0	0	0
ZFP69	71	75	84	97	61	129
RP11-656D10.3	10	3	8	1	3	1
EXO5	198	191	218	252	193	310
RP11-656D10.5	0	0	0	0	0	0
RP11-656D10.6	0	0	0	0	0	0
ZNF684	47	64	53	39	71	55
RIMS3	389	382	328	448	515	752
RP4-739H11.3	0	0	2	0	2	0
NFYC-AS1	25	41	34	31	24	36
NFYC	1063	1266	1199	752	759	1347
KCNQ4	147	173	138	82	73	78
CITED4	1792	2088	1431	480	446	686
RP5-1066H13.4	2	0	0	0	0	0
CTPS1	2843	3130	3039	3263	3056	4978
SLFNL1	0	0	0	4	0	0
SCMH1	219	214	201	287	242	442
RP11-399E6.1	0	0	1	0	0	0
FOXO6	1414	1475	1274	899	629	1490
RP11-399E6.4	0	0	0	0	0	0
EDN2	0	1	0	0	1	5
HIVEP3	304	321	332	295	254	460
RP11-486B10.3	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
GUCA2A	0	0	0	0	8	0
FOXJ3	1556	1611	1776	1058	899	1597
RP11-223A3.1	0	0	0	0	1	0
RIMKLA	36	33	24	35	44	64
ZMYND12	0	1	0	1	0	0
PPCS	742	889	829	852	856	1395
CCDC30	19	20	16	28	20	54
PPIH	692	783	794	555	500	763
RP5-994D16.3	0	2	1	1	3	0
YBX1	16772	18116	18632	13550	11982	19832
CLDN19	61	96	51	6	3	21
LEPRE1	1946	1979	1868	1265	1208	2364
C1orf50	206	264	199	239	235	427
RP5-994D16.9	0	0	0	0	0	0
RP5-994D16.11	76	70	91	26	36	82
CCDC23	381	394	333	478	412	738
ERMAP	91	96	83	190	159	296
RP11-342M1.3	18	22	23	23	14	33
ZNF691	169	169	157	181	184	278
SLC2A1	13230	13825	14986	10748	11046	19873
SLC2A1-AS1	30	22	16	26	23	63
FAM183A	3	1	2	1	15	6
EBNA1BP2	3257	3430	3351	3060	2843	4894
CFAP57	31	40	31	106	88	123
TMEM125	551	518	494	477	606	933
C1orf210	401	381	389	610	528	915
TIE1	16	33	15	77	90	112
MPL	0	0	0	1	1	0
RP1-92O14.3	5	2	6	12	13	16
CDC20	3220	3873	3597	1556	1627	2356
ELOVL1	2673	2976	2946	3393	3539	5671
MED8	624	673	613	1015	935	1636
RP1-92O14.6	0	0	0	1	2	6
SZT2	1024	1124	1007	1063	994	1587
SZT2-AS1	2	5	1	3	4	13
HYI	282	263	248	549	496	816
HYI-AS1	1	1	3	3	6	7
PTPRF	13263	14507	13370	19381	20341	31576
KDM4A	1218	1310	1211	1413	1405	2396
KDM4A-AS1	3	5	4	1	0	3
ST3GAL3	37	31	23	51	77	93
RP11-184I16.4	0	0	0	0	0	0
ARTN	15	22	24	71	70	141
RP11-7O11.3	0	4	1	0	3	1
IPO13	984	1120	1076	1014	917	1786
DPH2	1312	1489	1406	803	720	1256
ATP6V0B	1547	1791	1667	1771	1725	3129
B4GALT2	716	779	744	675	657	1024
CCDC24	133	164	138	169	198	308
SLC6A9	256	339	287	932	820	1459
RP5-1198O20.4	0	8	4	9	14	14
KLF17	0	0	0	1	5	0
DMAP1	864	903	765	877	858	1408
ERI3	946	1005	957	785	744	1136
ERI3-IT1	1	2	3	0	2	0
RNF220	844	1045	927	983	936	1489
TMEM53	197	234	205	172	197	320
C1orf228	1	7	2	4	1	0
KIF2C	1270	1490	1347	1002	830	1605
RP11-269F19.2	1	0	0	0	0	3
RPS8	19559	21477	19824	15597	14222	23554
BEST4	0	4	2	3	6	3
PLK3	1413	1443	1440	3588	3417	5803
TCTEX1D4	5	12	7	3	1	2
BTBD19	249	226	220	917	876	1670
PTCH2	32	38	40	13	10	31
EIF2B3	797	935	863	576	773	1011
HECTD3	3051	3332	3095	3196	2863	4931
UROD	1375	1441	1409	1688	1464	2377
ZSWIM5	8	14	10	15	6	18
HPDL	1487	1738	1554	701	674	1291
MUTYH	182	215	171	280	231	357
TOE1	458	460	471	285	248	436
TESK2	243	176	209	266	222	400
MMACHC	348	374	379	202	200	357
PRDX1	14966	16297	15153	15622	14723	25498
AKR1A1	1518	1811	1397	818	851	1356
NASP	5133	5618	5563	3095	2583	4674
CCDC17	11	13	14	15	14	27
GPBP1L1	2353	2634	2545	2114	2006	3561
TMEM69	1407	1539	1511	832	904	1322
IPP	74	74	75	107	82	170
RP11-767N6.7	5	5	8	7	3	15
MAST2	2417	2670	2717	2112	2146	3659
PIK3R3	1691	1793	1647	864	933	1515
RP4-533D7.6	584	609	588	341	357	587
RP4-533D7.4	0	0	0	0	0	0
RP4-533D7.5	0	0	0	0	0	0
TSPAN1	58	58	72	180	257	403
RP11-322N21.2	0	0	0	0	0	0
POMGNT1	1763	1826	1759	2478	2552	3882
LURAP1	85	96	83	165	123	200
RAD54L	641	685	642	451	344	687
LRRC41	1436	1673	1471	1217	1158	2012
UQCRH	4530	4974	4731	3749	3341	5329
NSUN4	871	883	862	569	597	951
FAAH	77	80	80	106	77	106
LINC01398	0	0	0	0	0	0
LINC00505	0	0	0	0	0	0
DMBX1	1	0	0	0	1	6
MKNK1-AS1	0	0	0	1	0	0
KNCN	0	0	0	0	0	0
MKNK1	964	1050	910	889	872	1442
MOB3C	42	56	49	169	142	229
ATPAF1	1193	1329	1369	835	936	1389
TEX38	0	0	1	1	0	0
EFCAB14-AS1	0	0	0	0	0	0
EFCAB14	5092	5337	5472	3966	4248	6949
CYP4B1	4	5	1	8	4	19
CYP4A11	0	0	0	1	0	0
CYP4X1	0	1	0	0	0	0
CYP4Z1	0	0	0	0	3	0
CYP4A22-AS1	0	0	0	1	2	2
CYP4A22	0	0	0	0	0	0
LINC00853	0	0	0	0	0	0
PDZK1IP1	0	0	0	0	0	0
TAL1	0	0	0	3	0	0
RP1-18D14.7	0	0	0	0	0	0
STIL	986	1023	1002	530	500	887
CMPK1	2730	2908	2918	2434	2580	4139
LINC01389	6	2	5	4	3	2
FOXE3	2	2	2	0	0	0
FOXD2-AS1	125	157	131	48	45	49
FOXD2	84	55	61	17	13	44
RP11-543D5.1	0	0	0	0	0	0
TRABD2B	0	1	0	5	0	0
RP11-543D5.2	0	0	0	0	0	0
RP11-330M19.1	0	0	0	0	0	0
RP4-683M8.2	0	0	0	0	0	0
RP11-193P11.3	0	0	0	0	0	0
AL356289.1	0	0	0	0	0	0
RP5-1024N4.2	0	0	0	0	0	0
SLC5A9	0	0	0	2	0	0
RP5-1024N4.4	0	0	0	0	0	0
AL109659.1	0	0	0	0	0	0
SPATA6	122	109	103	56	52	91
AGBL4	1	1	0	6	0	3
BEND5	0	0	0	0	1	0
RP11-141A19.1	0	0	0	0	0	0
RP11-141A19.2	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0
RP11-93G23.2	0	0	0	0	0	1
ELAVL4	0	0	0	6	0	1
RP11-567C20.2	0	0	0	0	0	0
RP11-567C20.3	0	0	0	0	0	0
DMRTA2	0	0	2	2	0	0
RP5-850O15.4	1	1	3	1	1	1
FAF1	2491	2646	2514	1388	1343	2409
RP5-850O15.3	0	0	0	0	0	0
CDKN2C	27	32	25	19	25	26
C1orf185	0	0	0	0	0	0
LINC01562	0	0	0	5	8	1
RNF11	2096	2109	2193	1766	1849	3057
RP11-296A18.6	0	0	0	0	0	0
TTC39A	970	1019	851	225	206	301
TTC39A-AS1	0	0	0	1	0	0
EPS15	3665	3885	3823	2647	2748	4862
RP11-253A20.1	0	0	0	0	0	0
RP11-191G24.1	0	0	1	0	1	0
OSBPL9	1983	2135	2040	2190	2264	3819
NRD1	4487	4878	4772	4097	4191	6853
RP4-657D16.3	11	16	16	7	19	11
RP4-657D16.6	0	0	0	1	0	1
RAB3B	1828	1784	2129	4245	4934	7784
TXNDC12	1069	1157	1099	1252	1180	2047
KTI12	488	486	464	390	380	725
RP11-91A18.4	0	0	0	0	0	1
TXNDC12-AS1	0	0	0	0	0	0
BTF3L4	1411	1480	1550	1292	1378	2299
ZFYVE9	659	661	692	645	617	1104
CC2D1B	1421	1458	1366	1439	1314	2289
RP11-155O18.6	0	0	2	0	1	0
ORC1	1275	1425	1310	534	464	883
PRPF38A	1197	1172	1228	873	831	1372
ZCCHC11	1370	1492	1519	1337	1412	2049
RP11-25O10.2	0	0	0	0	0	0
GPX7	5	2	4	1	3	6
FAM159A	0	0	0	0	0	0
COA7	2204	2275	2357	1699	1672	2820
ZYG11B	2551	2531	2623	1568	1690	2723
ZYG11A	224	243	206	122	167	218
RP4-631H13.2	0	0	0	0	0	0
ECHDC2	469	476	426	1078	945	1548
SCP2	1814	1795	1748	2106	2472	3904
AL445183.1	0	0	0	0	0	0
PODN	0	0	0	12	1	2
RP11-334A14.5	0	0	0	0	0	0
SLC1A7	0	0	6	1	0	0
RP11-334A14.8	0	0	0	7	0	0
CPT2	602	656	593	427	398	737
RP5-1024G6.2	4	4	2	0	1	5
C1orf123	321	325	312	395	325	588
RP5-1024G6.7	2	0	0	0	0	1
MAGOH	518	524	561	626	511	914
RP5-1024G6.5	2	2	3	13	5	6
RP5-1024G6.8	46	57	52	48	25	55
LRP8	675	747	672	385	397	618
RP4-784A16.1	0	0	0	0	0	0
RP4-784A16.2	0	0	1	0	0	0
RP4-784A16.3	0	1	1	0	0	1
RP4-784A16.4	0	0	0	0	0	0
RP4-784A16.5	0	0	0	0	0	0
RP11-117D22.1	0	0	0	0	0	0
RP11-117D22.2	0	0	2	0	3	4
DMRTB1	0	0	0	0	0	0
GLIS1	0	0	1	3	2	0
NDC1	3303	3508	3734	1803	1866	3199
YIPF1	507	573	554	452	508	871
DIO1	0	1	0	4	2	9
HSPB11	312	407	416	544	512	798
LRRC42	1065	1083	1115	938	903	1532
LDLRAD1	0	0	0	0	0	0
RP4-758J24.5	14	20	21	36	32	67
TMEM59	1857	1825	1820	3282	3160	5506
RP4-758J24.6	0	1	2	2	0	0
TCEANC2	203	178	192	222	201	341
RP11-56P23.1	10	9	1	11	2	4
CDCP2	0	0	0	0	0	5
RP11-446E24.3	0	0	0	0	0	0
RP11-446E24.4	25	29	29	46	21	45
CYB5RL	116	110	105	81	70	120
MRPL37	3183	3505	3212	2145	2123	3457
SSBP3	1911	2162	2019	1473	1255	2080
SSBP3-AS1	0	0	1	0	0	0
RP5-997D24.3	0	0	0	1	0	0
RP4-705F19.1	0	0	0	0	0	0
RP5-866L20.1	0	0	0	0	0	0
ACOT11	312	305	245	254	316	457
FAM151A	4	9	3	5	15	7
RP11-240D10.4	0	0	0	0	0	0
MROH7	0	0	1	1	1	0
MROH7-TTC4	640	712	699	524	571	820
TTC4	673	769	755	548	590	882
PARS2	188	206	221	143	117	252
TTC22	8	10	10	5	8	0
RP11-67L3.2	0	0	0	0	0	0
C1orf177	0	0	0	0	1	0
DHCR24	11750	13229	11873	4545	4843	7544
RP11-67L3.5	6	14	9	14	20	29
RP11-67L3.4	4	2	4	4	16	21
TMEM61	1	0	0	3	9	4
RP11-12C17.2	0	0	0	0	0	0
BSND	0	0	0	1	0	4
PCSK9	0	5	0	5	3	6
USP24	4658	4759	5315	3704	3787	6290
RP11-101C11.1	0	0	1	0	0	0
RP11-466L17.1	0	0	0	0	0	0
RP11-90C4.1	0	0	0	0	0	0
RP11-90C4.2	0	0	0	0	0	0
RP11-90C4.3	0	0	0	0	0	0
RP1-158P9.1	0	0	0	0	3	0
RP11-504A18.1	10	5	3	0	0	1
RP4-710M16.2	0	0	0	0	0	0
PPAP2B	1895	1955	1931	852	876	1580
PRKAA2	1903	1965	2214	1400	1489	2554
C1orf168	36	58	48	117	183	217
RP11-378I13.1	0	0	0	0	0	0
C8A	0	0	0	1	0	0
C8B	0	0	0	2	0	0
RP5-1103B4.3	0	0	0	0	0	0
DAB1	27	38	30	25	35	32
RP6-102O10.1	0	0	0	0	0	0
DAB1-AS1	0	0	0	0	0	0
RP11-393I23.4	0	0	0	0	0	0
OMA1	193	213	219	170	176	267
TACSTD2	3713	4037	3711	7738	7971	11785
MYSM1	1160	1119	1149	896	871	1422
JUN	1642	1615	1339	4297	4283	6508
LINC01135	0	1	0	0	0	0
RP11-63G10.3	0	0	0	0	0	0
RP11-63G10.2	0	0	0	0	0	0
RP4-794H19.1	0	0	0	0	0	0
LINC01358	0	0	0	0	0	0
RP11-145M4.1	0	0	0	0	0	0
RP11-145M4.2	0	0	0	0	0	0
RP11-145M4.3	0	0	0	0	0	0
HSD52	0	0	0	0	0	0
RP11-467C18.1	0	0	0	4	3	0
FGGY	43	52	28	91	77	102
RP4-782L23.2	0	0	0	0	0	0
RP4-782L23.1	0	0	0	0	0	0
HOOK1	314	282	306	212	179	335
CYP2J2	52	34	20	3	11	13
C1orf87	0	0	0	0	0	0
RP11-575B7.3	0	0	0	0	0	0
RP11-776H12.1	1	1	1	3	1	10
RP11-436K8.1	0	0	0	0	0	0
NFIA	1	6	4	13	3	4
NFIA-AS2	0	0	0	0	0	0
RP4-802A10.1	0	0	0	0	0	0
NFIA-AS1	0	0	0	0	0	0
TM2D1	243	278	263	379	407	688
RP11-430G17.3	0	0	0	7	0	0
INADL	1368	1280	1239	2251	2326	3611
L1TD1	5206	5387	5087	2104	1764	2965
KANK4	1923	2381	1755	494	428	575
USP1	1544	1680	1586	1337	1330	2149
DOCK7	1388	1489	1513	1222	1432	2143
ANGPTL3	0	0	0	0	0	0
RP5-849H19.3	0	0	0	0	0	0
RP11-230B22.1	2	1	0	1	1	0
ATG4C	491	512	506	308	300	589
RP4-771M4.3	2	0	0	0	0	0
RP11-5P4.1	0	0	0	0	0	0
RP11-5P4.2	0	0	0	0	0	0
RP11-5P4.3	0	0	0	0	0	0
RP11-335E6.2	0	0	0	0	0	0
RP11-335E6.4	0	0	0	0	0	0
LINC00466	0	0	0	0	2	1
RP11-335E6.3	0	0	0	0	0	0
FOXD3-AS1	5	4	6	13	15	21
FOXD3	5	4	4	10	8	8
ALG6	272	306	308	266	310	501
ITGB3BP	403	433	492	379	395	732
EFCAB7	88	92	96	81	133	211
DLEU2L	3	6	5	12	1	17
PGM1	2447	2682	2545	1869	1903	2723
ROR1	536	563	510	515	579	690
ROR1-AS1	0	0	0	1	0	0
UBE2U	0	0	0	0	0	1
CACHD1	23	25	31	22	18	21
RAVER2	85	109	75	62	54	136
JAK1	897	915	967	1204	1377	1996
LINC01359	0	1	0	0	1	0
RP4-535B20.4	0	0	0	0	0	0
RP4-535B20.1	0	0	0	0	0	0
AK4	972	823	937	1592	1535	2438
DNAJC6	1534	1516	1616	1832	1818	3020
RP5-1044H5.1	0	0	0	0	0	0
LEPROT	2638	2501	2518	3263	3296	5306
LEPR	255	296	255	255	214	447
RP4-630A11.3	0	0	2	1	0	2
PDE4B	1	0	0	4	5	0
RP11-397C12.1	0	0	0	0	0	0
SGIP1	0	0	0	3	2	9
RP4-598P13.1	0	0	0	0	0	0
TCTEX1D1	0	0	0	1	0	0
INSL5	0	0	0	4	0	0
WDR78	11	10	8	18	14	21
RP11-342H21.2	0	0	0	0	0	0
MIER1	1414	1456	1465	1418	1232	2341
SLC35D1	425	513	471	873	968	1499
C1orf141	0	0	0	0	0	2
RP4-547N15.3	0	0	0	2	0	0
IL23R	10	16	11	6	12	6
IL12RB2	6	6	0	5	0	1
SERBP1	12844	13546	14134	8339	7761	12319
RP4-763G1.2	0	0	0	0	0	0
GADD45A	1856	1904	1901	3993	3876	5862
GNG12	3077	3220	3410	3058	3067	5267
GNG12-AS1	0	0	0	0	0	1
DIRAS3	4	14	14	4	1	2
WLS	3222	3491	3108	1404	1217	2299
RPE65	1	0	0	0	0	0
DEPDC1	1590	1792	1815	774	722	1335
RP4-694A7.2	2	0	2	1	2	4
DEPDC1-AS1	1	0	1	0	0	0
RP11-424D14.1	0	0	0	1	0	0
RP11-74K19.1	0	0	0	0	1	0
RP3-380B4.1	0	0	0	0	0	0
LRRC7	1	0	0	6	1	0
RP11-181B18.1	0	0	0	0	0	0
LRRC40	827	803	785	577	530	908
SRSF11	3048	3157	3055	1626	1645	2699
RP4-677H15.4	0	0	0	0	0	0
ANKRD13C	1622	1608	1701	1576	1605	2795
HHLA3	36	35	46	50	42	77
RP11-180O5.2	222	255	258	159	164	213
AL158839.1	0	0	0	0	0	0
CTH	678	663	613	812	729	1163
RP11-42O15.3	9	8	2	13	8	24
RP5-952N6.1	0	0	0	0	0	0
RP11-99H8.1	0	0	0	0	0	0
PTGER3	26	35	19	75	63	108
RP3-333A15.1	0	0	0	0	0	0
RP3-333A15.2	0	0	0	0	0	2
ZRANB2-AS1	0	0	0	2	1	0
ZRANB2	1757	1785	1702	1374	1312	2161
ZRANB2-AS2	3	3	0	17	5	10
RP11-386O9.2	0	0	0	0	0	0
NEGR1	0	0	0	5	0	0
RP11-82L20.1	0	0	0	0	0	0
NEGR1-IT1	0	0	0	0	0	0
RP4-660H19.1	2	3	0	2	0	4
RP11-262K1.1	0	0	0	0	0	0
RP11-25L19.1	0	0	0	0	0	0
LINC01360	0	0	0	0	0	0
RP4-788P17.1	0	0	0	0	0	0
LRRIQ3	3	0	7	9	9	6
FPGT	411	466	387	348	357	565
FPGT-TNNI3K	75	102	72	106	107	154
TNNI3K	2	0	0	3	0	7
RP11-439H8.4	0	0	0	0	0	0
RP4-650F12.2	0	0	0	0	0	0
LRRC53	1	0	0	2	1	4
ERICH3	0	0	0	8	0	4
ERICH3-AS1	0	0	0	0	0	0
RP11-17E13.2	1	1	0	0	0	3
CRYZ	3548	3754	3664	2797	3025	4782
TYW3	934	946	1108	660	610	985
RP11-93N20.1	0	0	0	0	0	0
RP11-510C10.4	0	0	0	0	0	0
RP11-510C10.2	0	0	0	0	0	0
LHX8	29	32	30	18	26	50
RP11-510C10.3	0	0	0	5	0	0
SLC44A5	132	140	129	238	253	521
RP4-682C21.5	0	0	0	0	0	0
ACADM	1011	977	971	799	713	1357
RABGGTB	2281	2423	2168	1957	1927	2960
MSH4	1	2	1	6	6	22
ASB17	0	0	0	0	0	0
RP11-550H2.1	0	0	0	0	0	0
RP11-550H2.2	0	0	0	0	0	0
ST6GALNAC3	2	7	0	2	1	12
RP5-1102E8.3	0	0	0	0	0	0
RP11-415A20.1	0	0	0	0	0	0
ST6GALNAC5	0	0	2	2	1	2
RP4-564M11.2	0	0	0	0	0	0
PIGK	604	619	657	676	735	1144
AK5	43	35	49	86	61	48
RP11-375A5.1	0	0	0	0	0	0
ZZZ3	1596	1552	1577	1025	1000	1702
USP33	1625	1693	1651	1101	1116	1957
FAM73A	1517	1529	1582	1399	1458	2318
NEXN-AS1	0	0	3	2	0	10
NEXN	37	29	36	19	23	28
FUBP1	2900	3290	3368	2956	2486	4320
DNAJB4	223	221	165	161	161	331
GIPC2	31	39	47	18	23	49
RP11-386I14.4	13	16	15	5	2	3
MGC27382	0	0	0	0	0	0
PTGFR	0	0	1	0	0	0
IFI44L	0	0	0	2	0	0
IFI44	0	0	0	1	0	0
ELTD1	0	0	0	16	8	13
RP4-726F1.1	0	0	0	0	0	0
RP11-339A11.2	0	0	0	0	0	0
RP11-339D23.1	0	0	0	0	0	0
RP5-933B4.1	0	1	1	0	0	0
RP5-887A10.1	0	0	0	0	0	0
LPHN2	9236	9546	9628	4024	4061	7238
RP5-837I24.6	0	0	0	0	0	0
RP5-837I24.2	0	0	0	0	0	0
RP5-837I24.4	0	0	0	0	0	0
RP11-147G16.1	0	0	0	0	0	0
LINC01362	0	0	0	0	0	4
LINC01361	0	0	0	0	0	0
RP11-413G15.1	0	0	0	0	0	0
RP11-475O6.1	0	0	0	0	0	1
RP5-836J3.1	0	0	0	0	0	0
TTLL7	632	546	757	225	207	505
TTLL7-IT1	0	6	9	0	0	13
RP11-486G15.2	4	7	3	0	0	9
PRKACB	645	740	689	531	464	860
SAMD13	4	1	1	5	0	15
DNASE2B	0	0	0	0	0	0
RPF1	771	829	873	751	580	980
GNG5	1671	1840	1932	1211	876	1827
CTBS	231	243	261	457	516	796
LINC01555	0	0	0	0	0	6
SSX2IP	614	629	626	521	570	897
LPAR3	85	90	92	81	70	136
MCOLN2	117	123	111	27	19	24
WDR63	6	2	7	25	34	38
MCOLN3	9	15	9	21	13	19
RP11-33E12.2	95	85	97	57	54	82
SYDE2	1291	1316	1185	600	609	995
C1orf52	732	743	789	676	566	1161
BCL10	929	911	851	592	558	994
RP11-131L23.1	1	2	0	4	2	1
